State,Year,Quarter,District,RegisteredUser,AppOpens,RegisteredUser_log
Chhattisgarh,2018,1,baloda bazar district,21747,0,9.987231095968987
Chhattisgarh,2018,1,sukma district,3205,0,8.07246736935477
Chhattisgarh,2018,1,raigarh district,51628,0,10.851819439955078
Chhattisgarh,2018,1,janjgir champa district,42297,0,10.652471440533471
Chhattisgarh,2018,1,jashpur district,12420,0,9.42706335548747
Chhattisgarh,2018,1,balod district,13500,0,9.51044496442652
Chhattisgarh,2018,1,kabirdham district,10892,0,9.295783853793651
Chhattisgarh,2018,1,surguja district,22001,0,9.99884318585288
Chhattisgarh,2018,1,dantewada district,4894,0,8.495765244002618
Chhattisgarh,2018,1,gariyaband district,8679,0,9.068661593644245
Chhattisgarh,2018,1,durg district,91516,0,11.424269099364771
Chhattisgarh,2018,1,rajnandgaon district,26295,0,10.177134086023445
Chhattisgarh,2018,1,raipur district,135308,0,11.815308940274901
Chhattisgarh,2018,1,narayanpur district,1768,0,7.477604243197589
Chhattisgarh,2018,1,kanker district,10256,0,9.23561817916045
Chhattisgarh,2018,1,korea district,15517,0,9.649691476083484
Chhattisgarh,2018,1,mungeli district,7387,0,8.907476977528738
Chhattisgarh,2018,1,bilaspur district,68704,0,11.137562700678508
Chhattisgarh,2018,1,balrampur district,9313,0,9.139166552521658
Chhattisgarh,2018,1,bijapur district,3606,0,8.190354403763262
Chhattisgarh,2018,1,bemetara district,12283,0,9.415971471539095
Chhattisgarh,2018,1,bastar district,13889,0,9.53885243891622
Chhattisgarh,2018,1,kondagaon district,5625,0,8.63497622707262
Chhattisgarh,2018,1,mahasamund district,19608,0,9.88369292520795
Chhattisgarh,2018,2,dhamtari district,22286,0,10.011713957606998
Chhattisgarh,2018,2,korba district,54105,0,10.898681882005748
Chhattisgarh,2018,2,surajpur district,17141,0,9.749228533507058
Chhattisgarh,2018,2,baloda bazar district,32314,0,10.383255851836775
Chhattisgarh,2018,2,sukma district,4793,0,8.474911799159631
Chhattisgarh,2018,2,raigarh district,70970,0,11.170012531519028
Chhattisgarh,2018,2,janjgir champa district,60185,0,11.005178430813835
Chhattisgarh,2018,2,jashpur district,17053,0,9.744081420312915
Chhattisgarh,2018,2,balod district,19941,0,9.900533192709691
Chhattisgarh,2018,2,kabirdham district,16461,0,9.708749225727084
Chhattisgarh,2018,2,surguja district,30374,0,10.321342258290215
Chhattisgarh,2018,2,dantewada district,7287,0,8.893847217670283
Chhattisgarh,2018,2,gariyaband district,12542,0,9.436838291102966
Chhattisgarh,2018,2,durg district,124515,0,11.732181469557245
Chhattisgarh,2018,2,rajnandgaon district,38120,0,10.548494357768138
Chhattisgarh,2018,2,raipur district,185747,0,12.13214081170934
Chhattisgarh,2018,2,narayanpur district,2522,0,7.8328075165248645
Chhattisgarh,2018,2,kanker district,15229,0,9.63095678385169
Chhattisgarh,2018,2,korea district,20966,0,9.950657357012519
Chhattisgarh,2018,2,mungeli district,11084,0,9.31325790598287
Chhattisgarh,2018,2,bilaspur district,94888,0,11.460452527709112
Chhattisgarh,2018,2,balrampur district,12903,0,9.465215121451847
Chhattisgarh,2018,2,bijapur district,5454,0,8.604104563405533
Chhattisgarh,2018,2,bemetara district,17548,0,9.772695262286105
Chhattisgarh,2018,2,bastar district,19718,0,9.889287203134987
Chhattisgarh,2018,2,kondagaon district,8321,0,9.02653771890043
Chhattisgarh,2018,2,mahasamund district,28208,0,10.24736090463765
Chhattisgarh,2018,3,dhamtari district,29271,0,10.284352543776059
Chhattisgarh,2018,3,korba district,68746,0,11.138173832018008
Chhattisgarh,2018,3,surajpur district,23142,0,10.049404427436283
Chhattisgarh,2018,3,baloda bazar district,43335,0,10.676715901568445
Chhattisgarh,2018,3,sukma district,6694,0,8.808966881771273
Chhattisgarh,2018,3,raigarh district,89911,0,11.406575571150311
Chhattisgarh,2018,3,janjgir champa district,77834,0,11.262333632696789
Chhattisgarh,2018,3,jashpur district,22329,0,10.01364156102802
Chhattisgarh,2018,3,balod district,26663,0,10.191032115533917
Chhattisgarh,2018,3,kabirdham district,21958,0,9.996886816794678
Chhattisgarh,2018,3,surguja district,40025,0,10.597259537864915
Chhattisgarh,2018,3,dantewada district,10338,0,9.243581705755984
Chhattisgarh,2018,3,gariyaband district,16672,0,9.721485944553093
Chhattisgarh,2018,3,durg district,150753,0,11.923398014888932
Chhattisgarh,2018,3,rajnandgaon district,50271,0,10.825183649068833
Chhattisgarh,2018,3,raipur district,231146,0,12.350804824486197
Chhattisgarh,2018,3,narayanpur district,3509,0,8.163086375583216
Chhattisgarh,2018,3,kanker district,21379,0,9.970164410800407
Chhattisgarh,2018,3,korea district,27036,0,10.204924590220244
Chhattisgarh,2018,3,mungeli district,15251,0,9.632400353656184
Chhattisgarh,2018,3,bilaspur district,119415,0,11.690360100190789
Chhattisgarh,2018,3,balrampur district,17026,0,9.742496866444002
Chhattisgarh,2018,3,bijapur district,7785,0,8.959954084268098
Chhattisgarh,2018,3,bemetara district,23151,0,10.049793255125712
Chhattisgarh,2018,3,bastar district,25975,0,10.164889815967427
Chhattisgarh,2018,3,kondagaon district,11549,0,9.354354132115088
Chhattisgarh,2018,3,mahasamund district,36628,0,10.508568254227622
Chhattisgarh,2018,4,dhamtari district,37491,0,10.531856183153893
Chhattisgarh,2018,4,korba district,88680,0,11.392789663730248
Chhattisgarh,2018,4,surajpur district,32284,0,10.382327030444262
Chhattisgarh,2018,4,baloda bazar district,60270,0,11.00658974647709
Chhattisgarh,2018,4,sukma district,9189,0,9.125762395500885
Chhattisgarh,2018,4,raigarh district,116785,0,11.668089916471578
Chhattisgarh,2018,4,janjgir champa district,107156,0,11.582040995600906
Chhattisgarh,2018,4,jashpur district,29087,0,10.278046617948409
Chhattisgarh,2018,4,balod district,35319,0,10.472176341746307
Chhattisgarh,2018,4,kabirdham district,30021,0,10.309652415758565
Chhattisgarh,2018,4,surguja district,51776,0,10.854682000418164
Chhattisgarh,2018,4,dantewada district,14264,0,9.565494159542977
Chhattisgarh,2018,4,gariyaband district,21861,0,9.992459506338392
Chhattisgarh,2018,4,durg district,185746,0,12.132135428027816
Chhattisgarh,2018,4,rajnandgaon district,64828,0,11.07949288777801
Chhattisgarh,2018,4,raipur district,289198,0,12.57486685361351
Chhattisgarh,2018,4,narayanpur district,4918,0,8.500657222776137
Chhattisgarh,2018,4,kanker district,29452,0,10.290517098488607
Chhattisgarh,2018,4,korea district,35408,0,10.47469306229083
Chhattisgarh,2018,4,mungeli district,21506,0,9.976087244950472
Chhattisgarh,2018,4,bilaspur district,153972,0,11.944526046683018
Chhattisgarh,2018,4,balrampur district,22409,0,10.01721794286315
Chhattisgarh,2018,4,bijapur district,10547,0,9.263596738276615
Chhattisgarh,2018,4,bemetara district,30148,0,10.31387386496336
Chhattisgarh,2018,4,bastar district,34157,0,10.438722822031876
Chhattisgarh,2018,4,kondagaon district,15900,0,9.674074388208323
Chhattisgarh,2018,4,mahasamund district,47626,0,10.771134109583889
Chhattisgarh,2019,1,dhamtari district,44369,0,10.700296306368244
Chhattisgarh,2019,1,korba district,105570,0,11.56712951898374
Chhattisgarh,2019,1,surajpur district,39128,0,10.574593602219194
Chhattisgarh,2019,1,baloda bazar district,73454,0,11.204414638934717
Chhattisgarh,2019,1,sukma district,11464,0,9.346966969508008
Chhattisgarh,2019,1,raigarh district,139059,0,11.842653582486637
Chhattisgarh,2019,1,janjgir champa district,130114,0,11.776166268242235
Chhattisgarh,2019,1,jashpur district,35598,0,10.480044735486699
Chhattisgarh,2019,1,balod district,42804,0,10.664386835146892
Chhattisgarh,2019,1,kabirdham district,36729,0,10.511321912742025
Chhattisgarh,2019,1,surguja district,62300,0,11.039716704775545
Chhattisgarh,2019,1,dantewada district,17514,0,9.77075584008217
Chhattisgarh,2019,1,gariyaband district,25995,0,10.165659490817816
Chhattisgarh,2019,1,durg district,224058,0,12.319660225892388
Chhattisgarh,2019,1,rajnandgaon district,78320,0,11.268558277204392
Chhattisgarh,2019,1,raipur district,351495,0,12.769950765380617
Chhattisgarh,2019,1,narayanpur district,6161,0,8.725994381014571
Chhattisgarh,2019,1,kanker district,36502,0,10.505122332589966
Chhattisgarh,2019,1,korea district,41970,0,10.644710356327636
Chhattisgarh,2019,1,mungeli district,26640,0,10.190169124654325
Chhattisgarh,2019,1,bilaspur district,184636,0,12.126141598289045
Chhattisgarh,2019,1,balrampur district,27410,0,10.218663189296832
Chhattisgarh,2019,1,bijapur district,12986,0,9.471627133068433
Chhattisgarh,2019,1,bemetara district,36315,0,10.499986158040269
Chhattisgarh,2019,1,bastar district,41559,0,10.634869383325988
Chhattisgarh,2019,1,kondagaon district,19795,0,9.89318465954023
Chhattisgarh,2019,1,mahasamund district,56953,0,10.949981645275436
Chhattisgarh,2019,2,dhamtari district,51082,244565,10.841187463647783
Chhattisgarh,2019,2,korba district,119540,662066,11.691406322378246
Chhattisgarh,2019,2,surajpur district,44750,235751,10.708846723703001
Chhattisgarh,2019,2,baloda bazar district,84458,425931,11.344009648359114
Chhattisgarh,2019,2,sukma district,13471,98219,9.508294505698569
Chhattisgarh,2019,2,raigarh district,156178,865029,11.958751661397702
Chhattisgarh,2019,2,janjgir champa district,147327,1438732,11.900409885042443
Chhattisgarh,2019,2,jashpur district,41149,228722,10.62495490447336
Chhattisgarh,2019,2,balod district,49629,240564,10.812330619275127
Chhattisgarh,2019,2,kabirdham district,43027,215125,10.66958310460134
Chhattisgarh,2019,2,surguja district,71076,405600,11.171505006064965
Chhattisgarh,2019,2,dantewada district,20567,125417,9.931443128549459
Chhattisgarh,2019,2,gariyaband district,29595,162851,10.295360707124825
Chhattisgarh,2019,2,durg district,257557,1648362,12.458996333812891
Chhattisgarh,2019,2,rajnandgaon district,91198,489047,11.420788245997398
Chhattisgarh,2019,2,raipur district,405792,2581481,12.913595992034626
Chhattisgarh,2019,2,narayanpur district,7310,49504,8.896998552743824
Chhattisgarh,2019,2,kanker district,42656,254042,10.660923222978436
Chhattisgarh,2019,2,korea district,47709,253724,10.772875338324026
Chhattisgarh,2019,2,mungeli district,31068,152275,10.343933629539539
Chhattisgarh,2019,2,bilaspur district,209039,1112112,12.250276116409612
Chhattisgarh,2019,2,balrampur district,32072,214601,10.375738654322342
Chhattisgarh,2019,2,bijapur district,15866,129715,9.671933733861948
Chhattisgarh,2019,2,bemetara district,41571,196879,10.635158087766825
Chhattisgarh,2019,2,bastar district,48796,306391,10.795403621268628
Chhattisgarh,2019,2,kondagaon district,23091,131604,10.047198210202428
Chhattisgarh,2019,2,mahasamund district,65492,338064,11.089683276759382
Chhattisgarh,2019,3,dhamtari district,56490,810027,10.941818910319308
Chhattisgarh,2019,3,korba district,131850,2213038,11.789420191781433
Chhattisgarh,2019,3,surajpur district,49502,764794,10.809768351780965
Chhattisgarh,2019,3,baloda bazar district,93416,1376499,11.44481791575555
Chhattisgarh,2019,3,sukma district,15279,358888,9.634234615552714
Chhattisgarh,2019,3,raigarh district,170447,2931974,12.046179676941813
Chhattisgarh,2019,3,janjgir champa district,161232,4799392,11.990599600520184
Chhattisgarh,2019,3,jashpur district,45820,746166,10.732475956007487
Chhattisgarh,2019,3,balod district,54969,765025,10.914524668948285
Chhattisgarh,2019,3,kabirdham district,47753,690082,10.77379717116046
Chhattisgarh,2019,3,surguja district,79170,1391594,11.27935271816548
Chhattisgarh,2019,3,dantewada district,23099,484093,10.047544605529554
Chhattisgarh,2019,3,gariyaband district,32332,539156,10.383812730853736
Chhattisgarh,2019,3,durg district,289803,6359888,12.576956660782011
Chhattisgarh,2019,3,rajnandgaon district,101617,1607087,11.52896612296426
Chhattisgarh,2019,3,raipur district,455785,9790726,13.029776486081513
Chhattisgarh,2019,3,narayanpur district,8433,184839,9.039907859574642
Chhattisgarh,2019,3,kanker district,48053,894748,10.780059847413037
Chhattisgarh,2019,3,korea district,52380,850973,10.866280118061702
Chhattisgarh,2019,3,mungeli district,34553,460088,10.450249656106424
Chhattisgarh,2019,3,bilaspur district,230364,3912885,12.34741594559557
Chhattisgarh,2019,3,balrampur district,35659,702832,10.48175684839914
Chhattisgarh,2019,3,bijapur district,18114,447468,9.804440398934894
Chhattisgarh,2019,3,bemetara district,45724,628499,10.730378603145668
Chhattisgarh,2019,3,bastar district,55159,1064689,10.917975202663861
Chhattisgarh,2019,3,kondagaon district,26016,469456,10.166467012347537
Chhattisgarh,2019,3,mahasamund district,72039,1117435,11.184962918016424
Chhattisgarh,2019,4,dhamtari district,62892,1008239,11.049174248590166
Chhattisgarh,2019,4,korba district,147812,2916267,11.90369647499882
Chhattisgarh,2019,4,surajpur district,56178,1035362,10.936280500166944
Chhattisgarh,2019,4,baloda bazar district,104742,1738972,11.559255462552835
Chhattisgarh,2019,4,sukma district,17353,417726,9.761520681090504
Chhattisgarh,2019,4,raigarh district,189764,3695931,12.153536473827343
Chhattisgarh,2019,4,janjgir champa district,180195,5052142,12.101794876823584
Chhattisgarh,2019,4,jashpur district,52404,952488,10.866738203273561
Chhattisgarh,2019,4,balod district,61992,973572,11.034760623443786
Chhattisgarh,2019,4,kabirdham district,53883,867524,10.89457030826157
Chhattisgarh,2019,4,surguja district,89297,1819241,11.399723171675419
Chhattisgarh,2019,4,dantewada district,26072,563817,10.168617220517397
Chhattisgarh,2019,4,gariyaband district,35867,668602,10.487572931678823
Chhattisgarh,2019,4,durg district,321390,7774097,12.680410617924714
Chhattisgarh,2019,4,rajnandgaon district,113965,2012284,11.643646662693238
Chhattisgarh,2019,4,raipur district,506122,12048734,13.134533025927416
Chhattisgarh,2019,4,narayanpur district,9565,214657,9.165865881874353
Chhattisgarh,2019,4,kanker district,55163,1096822,10.918047717665434
Chhattisgarh,2019,4,korea district,58350,1109403,10.974214637714702
Chhattisgarh,2019,4,mungeli district,39349,594474,10.580225840562024
Chhattisgarh,2019,4,bilaspur district,257350,5102876,12.458192305080901
Chhattisgarh,2019,4,balrampur district,40750,945187,10.61521111866901
Chhattisgarh,2019,4,bijapur district,20595,521944,9.93280360687018
Chhattisgarh,2019,4,bemetara district,51556,800417,10.85042387452467
Chhattisgarh,2019,4,bastar district,62497,1336400,11.042873834572456
Chhattisgarh,2019,4,kondagaon district,29904,567001,10.305747529695344
Chhattisgarh,2019,4,mahasamund district,80893,1444798,11.300882572726923
Chhattisgarh,2020,1,dhamtari district,69476,1177494,11.148736648173903
Chhattisgarh,2020,1,korba district,163500,3380235,12.004568269319446
Chhattisgarh,2020,1,surajpur district,61965,1215929,11.034324988498975
Chhattisgarh,2020,1,baloda bazar district,115907,2012251,11.660543424397899
Chhattisgarh,2020,1,sukma district,19269,475708,9.866252865925903
Chhattisgarh,2020,1,raigarh district,208338,4122100,12.246917039799552
Chhattisgarh,2020,1,janjgir champa district,199431,5380445,12.203223590825424
Chhattisgarh,2020,1,jashpur district,59351,1142635,10.99122424909553
Chhattisgarh,2020,1,balod district,68724,1158964,11.137853762181857
Chhattisgarh,2020,1,kabirdham district,60401,1057255,11.008760940077243
Chhattisgarh,2020,1,surguja district,98711,2073053,11.499951668046466
Chhattisgarh,2020,1,dantewada district,28594,616147,10.26095218458911
Chhattisgarh,2020,1,gariyaband district,39610,776632,10.586836890615963
Chhattisgarh,2020,1,durg district,353311,8458392,12.775103967875289
Chhattisgarh,2020,1,rajnandgaon district,126699,2331110,11.749569473618257
Chhattisgarh,2020,1,raipur district,559412,13218985,13.234641511075154
Chhattisgarh,2020,1,narayanpur district,10674,243682,9.27556615689389
Chhattisgarh,2020,1,kanker district,61891,1271896,11.033130052302017
Chhattisgarh,2020,1,korea district,63940,1222085,11.065700422613832
Chhattisgarh,2020,1,mungeli district,44303,709713,10.698807673830618
Chhattisgarh,2020,1,bilaspur district,284320,5715987,12.557855643388478
Chhattisgarh,2020,1,balrampur district,45517,1106067,10.725841161531715
Chhattisgarh,2020,1,bijapur district,22680,585981,10.029238757841688
Chhattisgarh,2020,1,bemetara district,57258,960530,10.955322649645309
Chhattisgarh,2020,1,bastar district,69623,1449271,11.150850251502822
